Reference area,Health status,TIME_PERIOD,OBS_VALUE
Lithuania,"Fair (not good, not bad) health",2009,33.3
Lithuania,"Fair (not good, not bad) health",2010,31.1
Lithuania,"Fair (not good, not bad) health",2011,36.2
Lithuania,"Fair (not good, not bad) health",2012,35.1
Lithuania,"Fair (not good, not bad) health",2013,35.2
Lithuania,"Fair (not good, not bad) health",2014,37.2
Lithuania,"Fair (not good, not bad) health",2015,39.7
Lithuania,"Fair (not good, not bad) health",2016,39.8
Lithuania,"Fair (not good, not bad) health",2017,39.9
Lithuania,"Fair (not good, not bad) health",2018,40.2
Lithuania,"Fair (not good, not bad) health",2019,38.7
Lithuania,"Fair (not good, not bad) health",2020,40.4
Lithuania,"Fair (not good, not bad) health",2021,39.1
Lithuania,"Fair (not good, not bad) health",2022,39
Latvia,Good/very good health,2005,35
Latvia,Good/very good health,2006,40.4
Latvia,Good/very good health,2007,42.5
Latvia,Good/very good health,2008,43.5
Latvia,Good/very good health,2009,46
Latvia,Good/very good health,2010,47.8
Latvia,Good/very good health,2011,46
Latvia,Good/very good health,2012,46.7
Latvia,Good/very good health,2013,45.2
Latvia,Good/very good health,2014,45.8
Latvia,Good/very good health,2015,46.2
Latvia,Good/very good health,2016,47.2
Latvia,Good/very good health,2017,44.2
Latvia,Good/very good health,2018,46.9
Latvia,Good/very good health,2019,47.1
Latvia,Good/very good health,2020,49.7
Latvia,Good/very good health,2021,49.8
Latvia,Good/very good health,2022,50.2
United States,Good/very good health,2000,88.6
United States,Good/very good health,2001,88.4
United States,Good/very good health,2002,88.2
United States,Good/very good health,2003,88.2
United States,Good/very good health,2004,88
United States,Good/very good health,2005,88.1
United States,Good/very good health,2006,88
United States,Good/very good health,2007,87.5
United States,Good/very good health,2008,87.5
United States,Good/very good health,2009,87.5
United States,Good/very good health,2010,87.3
United States,Good/very good health,2011,86.9
United States,Good/very good health,2012,87.2
United States,Good/very good health,2013,87.1
United States,Good/very good health,2014,87.7
United States,Good/very good health,2015,87.4
United States,Good/very good health,2016,87.6
United States,Good/very good health,2017,87.5
United States,Good/very good health,2018,87.5
United States,Good/very good health,2019,84.7
United States,Good/very good health,2020,86.2
United States,Good/very good health,2021,86.4
Costa Rica,Bad/very bad health,2018,3.4
Sweden,Good/very good health,2004,71.7
Sweden,Good/very good health,2005,75.6
Sweden,Good/very good health,2006,75.9
Sweden,Good/very good health,2007,77.6
Sweden,Good/very good health,2008,76.9
Sweden,Good/very good health,2009,78.4
Sweden,Good/very good health,2010,78.4
Sweden,Good/very good health,2011,78.5
Sweden,Good/very good health,2012,79.6
Sweden,Good/very good health,2013,79.8
Sweden,Good/very good health,2014,78.6
Sweden,Good/very good health,2015,77.7
Sweden,Good/very good health,2016,75
Sweden,Good/very good health,2017,76.5
Sweden,Good/very good health,2018,76.1
Sweden,Good/very good health,2019,76
Sweden,Good/very good health,2020,76.5
Sweden,Good/very good health,2021,72.3
Sweden,Good/very good health,2022,66.8
Finland,Bad/very bad health,2004,9.8
Finland,Bad/very bad health,2005,10.1
Finland,Bad/very bad health,2006,9.9
Finland,Bad/very bad health,2007,8.3
Finland,Bad/very bad health,2008,7.8
Finland,Bad/very bad health,2009,7.4
Finland,Bad/very bad health,2010,7.2
Finland,Bad/very bad health,2011,7.5
Finland,Bad/very bad health,2012,6.8
Finland,Bad/very bad health,2013,6.7
Finland,Bad/very bad health,2014,6.4
Finland,Bad/very bad health,2015,5.8
Finland,Bad/very bad health,2016,6
Finland,Bad/very bad health,2017,5.6
Finland,Bad/very bad health,2018,5.7
Finland,Bad/very bad health,2019,5.6
Finland,Bad/very bad health,2020,5.6
Finland,Bad/very bad health,2021,6.2
Finland,Bad/very bad health,2022,7.1
Costa Rica,"Fair (not good, not bad) health",2018,23.7
France,Good/very good health,2004,67.6
France,Good/very good health,2005,68.7
France,Good/very good health,2006,69.3
France,Good/very good health,2007,71.1
France,Good/very good health,2008,69.1
France,Good/very good health,2009,68.6
France,Good/very good health,2010,67.3
France,Good/very good health,2011,67.6
France,Good/very good health,2012,68.1
France,Good/very good health,2013,67.1
France,Good/very good health,2014,68.2
France,Good/very good health,2015,67.8
France,Good/very good health,2016,66.3
France,Good/very good health,2017,67.4
France,Good/very good health,2018,67.5
France,Good/very good health,2019,66.6
France,Good/very good health,2020,68.3
France,Good/very good health,2021,67.8
France,Good/very good health,2022,65.1
Chile,"Fair (not good, not bad) health",2000,38.2
Chile,"Fair (not good, not bad) health",2006,40.5
Chile,"Fair (not good, not bad) health",2009,34.6
Chile,"Fair (not good, not bad) health",2013,29.9
Chile,"Fair (not good, not bad) health",2015,35.4
Chile,"Fair (not good, not bad) health",2017,33.7
Chile,"Fair (not good, not bad) health",2021,42.7
Norway,"Fair (not good, not bad) health",2004,17.6
Norway,"Fair (not good, not bad) health",2005,16.3
Norway,"Fair (not good, not bad) health",2006,16.2
Norway,"Fair (not good, not bad) health",2007,15.1
Norway,"Fair (not good, not bad) health",2008,15.5
Norway,"Fair (not good, not bad) health",2009,16.1
Norway,"Fair (not good, not bad) health",2010,15.5
Norway,"Fair (not good, not bad) health",2011,18.3
Norway,"Fair (not good, not bad) health",2012,15
Norway,"Fair (not good, not bad) health",2013,16
Norway,"Fair (not good, not bad) health",2014,14.6
Norway,"Fair (not good, not bad) health",2015,15.3
Norway,"Fair (not good, not bad) health",2016,15.2
Norway,"Fair (not good, not bad) health",2017,15.3
Norway,"Fair (not good, not bad) health",2018,15.7
Norway,"Fair (not good, not bad) health",2019,17.6
Norway,"Fair (not good, not bad) health",2020,16.4
Mexico,Good/very good health,2000,59.4
Mexico,Good/very good health,2001,65.2
Mexico,Good/very good health,2002,66.2
Mexico,Good/very good health,2005,65.6
Mexico,Good/very good health,2006,65.5
Hungary,Good/very good health,2005,45.3
Hungary,Good/very good health,2006,48
Hungary,Good/very good health,2007,46.6
Hungary,Good/very good health,2008,55.1
Hungary,Good/very good health,2009,55.9
Hungary,Good/very good health,2010,55
Hungary,Good/very good health,2011,55.6
Hungary,Good/very good health,2012,57
Hungary,Good/very good health,2013,56.1
Hungary,Good/very good health,2014,56.9
Hungary,Good/very good health,2015,56.3
Hungary,Good/very good health,2016,59.5
Hungary,Good/very good health,2017,59.1
Hungary,Good/very good health,2018,60.6
Hungary,Good/very good health,2019,58.2
Hungary,Good/very good health,2020,62
Hungary,Good/very good health,2021,64.7
Hungary,Good/very good health,2022,63
Türkiye,Bad/very bad health,2006,14.7
Türkiye,Bad/very bad health,2007,13.6
Türkiye,Bad/very bad health,2008,11.9
Türkiye,Bad/very bad health,2009,13.6
Türkiye,Bad/very bad health,2010,13.7
Türkiye,Bad/very bad health,2011,12.7
Türkiye,Bad/very bad health,2012,12.1
Türkiye,Bad/very bad health,2013,11.7
Türkiye,Bad/very bad health,2014,11.8
Türkiye,Bad/very bad health,2015,12
Türkiye,Bad/very bad health,2016,9.3
Türkiye,Bad/very bad health,2017,9.4
Türkiye,Bad/very bad health,2018,9.9
Türkiye,Bad/very bad health,2019,10.4
Türkiye,Bad/very bad health,2020,8.5
Türkiye,Bad/very bad health,2021,8.4
Norway,Good/very good health,2004,73.9
Norway,Good/very good health,2005,77
Norway,Good/very good health,2006,74.4
Norway,Good/very good health,2007,76.4
Norway,Good/very good health,2008,76.6
Norway,Good/very good health,2009,76.5
Norway,Good/very good health,2010,76.7
Norway,Good/very good health,2011,73.2
Norway,Good/very good health,2012,78.7
Norway,Good/very good health,2013,76
Norway,Good/very good health,2014,78.5
Norway,Good/very good health,2015,78.3
Norway,Good/very good health,2016,77.1
Norway,Good/very good health,2017,77.4
Norway,Good/very good health,2018,76.6
Norway,Good/very good health,2019,72.7
Norway,Good/very good health,2020,74.5
Croatia,Bad/very bad health,2010,26.9
Croatia,Bad/very bad health,2011,26.6
Croatia,Bad/very bad health,2012,26.2
Croatia,Bad/very bad health,2013,25.3
Croatia,Bad/very bad health,2014,20
Croatia,Bad/very bad health,2015,19.9
Croatia,Bad/very bad health,2016,18.8
Croatia,Bad/very bad health,2017,18.4
Croatia,Bad/very bad health,2018,17.2
Croatia,Bad/very bad health,2019,16.9
Croatia,Bad/very bad health,2020,15
Croatia,Bad/very bad health,2021,14.1
Croatia,Bad/very bad health,2022,14.1
Switzerland,Bad/very bad health,2007,4.1
Switzerland,Bad/very bad health,2008,3.2
Switzerland,Bad/very bad health,2009,3.4
Switzerland,Bad/very bad health,2010,3.5
Switzerland,Bad/very bad health,2011,3.6
Switzerland,Bad/very bad health,2012,3.1
Switzerland,Bad/very bad health,2013,3.7
Switzerland,Bad/very bad health,2014,4.3
Switzerland,Bad/very bad health,2015,4.1
Switzerland,Bad/very bad health,2016,4.5
Switzerland,Bad/very bad health,2017,4.1
Switzerland,Bad/very bad health,2018,4.3
Switzerland,Bad/very bad health,2019,4.2
Switzerland,Bad/very bad health,2020,3.6
Switzerland,Bad/very bad health,2021,3.9
Iceland,Bad/very bad health,2004,6.6
Iceland,Bad/very bad health,2005,6.1
Iceland,Bad/very bad health,2006,4.8
Iceland,Bad/very bad health,2007,4.6
Iceland,Bad/very bad health,2008,4.2
Iceland,Bad/very bad health,2009,4.4
Iceland,Bad/very bad health,2010,5.2
Iceland,Bad/very bad health,2011,6.4
Iceland,Bad/very bad health,2012,5
Iceland,Bad/very bad health,2013,5.8
Iceland,Bad/very bad health,2014,6.3
Iceland,Bad/very bad health,2015,5.7
Iceland,Bad/very bad health,2016,6.4
Iceland,Bad/very bad health,2017,5.7
Iceland,Bad/very bad health,2018,5.9
New Zealand,"Fair (not good, not bad) health",2007,8.5
New Zealand,"Fair (not good, not bad) health",2012,8.3
New Zealand,"Fair (not good, not bad) health",2013,8.2
New Zealand,"Fair (not good, not bad) health",2014,6.9
New Zealand,"Fair (not good, not bad) health",2015,8.8
New Zealand,"Fair (not good, not bad) health",2016,9.8
New Zealand,"Fair (not good, not bad) health",2017,9.5
New Zealand,"Fair (not good, not bad) health",2018,10.1
New Zealand,"Fair (not good, not bad) health",2019,11.2
New Zealand,"Fair (not good, not bad) health",2020,10.6
New Zealand,"Fair (not good, not bad) health",2021,9.9
New Zealand,"Fair (not good, not bad) health",2022,9.6
Romania,Bad/very bad health,2008,8.9
Romania,Bad/very bad health,2009,9.3
Romania,Bad/very bad health,2010,9.6
Romania,Bad/very bad health,2011,9.7
Romania,Bad/very bad health,2012,10.2
Romania,Bad/very bad health,2013,9.8
Romania,Bad/very bad health,2014,9.3
Romania,Bad/very bad health,2015,8.5
Romania,Bad/very bad health,2016,7.2
Romania,Bad/very bad health,2017,7.3
Romania,Bad/very bad health,2018,7.1
Romania,Bad/very bad health,2019,7.3
Romania,Bad/very bad health,2020,7.3
Romania,Bad/very bad health,2021,7.4
Romania,Bad/very bad health,2022,6.8
Japan,"Fair (not good, not bad) health",2001,43.4
Japan,"Fair (not good, not bad) health",2004,42
Japan,"Fair (not good, not bad) health",2007,45
Japan,"Fair (not good, not bad) health",2010,43
Japan,"Fair (not good, not bad) health",2013,49.1
Japan,"Fair (not good, not bad) health",2016,49.2
Japan,"Fair (not good, not bad) health",2019,48.7
Norway,Bad/very bad health,2004,8.5
Norway,Bad/very bad health,2005,6.7
Norway,Bad/very bad health,2006,9.4
Norway,Bad/very bad health,2007,8.4
Norway,Bad/very bad health,2008,7.9
Norway,Bad/very bad health,2009,7.4
Norway,Bad/very bad health,2010,7.8
Norway,Bad/very bad health,2011,8.5
Norway,Bad/very bad health,2012,6.3
Norway,Bad/very bad health,2013,7.9
Norway,Bad/very bad health,2014,6.9
Norway,Bad/very bad health,2015,6.4
Norway,Bad/very bad health,2016,7.7
Norway,Bad/very bad health,2017,7.2
Norway,Bad/very bad health,2018,7.7
Norway,Bad/very bad health,2019,9.6
Norway,Bad/very bad health,2020,9
Portugal,"Fair (not good, not bad) health",2004,33.5
Portugal,"Fair (not good, not bad) health",2005,33.6
Portugal,"Fair (not good, not bad) health",2006,31.9
Portugal,"Fair (not good, not bad) health",2007,35.2
Portugal,"Fair (not good, not bad) health",2008,32.1
Portugal,"Fair (not good, not bad) health",2009,32.9
Portugal,"Fair (not good, not bad) health",2010,30.5
Portugal,"Fair (not good, not bad) health",2011,32.2
Portugal,"Fair (not good, not bad) health",2012,33.8
Portugal,"Fair (not good, not bad) health",2013,35.3
Portugal,"Fair (not good, not bad) health",2014,35.7
Portugal,"Fair (not good, not bad) health",2015,35.6
Portugal,"Fair (not good, not bad) health",2016,36.4
Portugal,"Fair (not good, not bad) health",2017,35.9
Portugal,"Fair (not good, not bad) health",2018,35.2
Portugal,"Fair (not good, not bad) health",2019,34.8
Portugal,"Fair (not good, not bad) health",2020,35.5
Portugal,"Fair (not good, not bad) health",2021,36.6
Portugal,"Fair (not good, not bad) health",2022,37.4
Belgium,Good/very good health,2004,73.5
Belgium,Good/very good health,2005,73.1
Belgium,Good/very good health,2006,74.3
Belgium,Good/very good health,2007,74
Belgium,Good/very good health,2008,73.9
Belgium,Good/very good health,2009,73.5
Belgium,Good/very good health,2010,73
Belgium,Good/very good health,2011,73.5
Belgium,Good/very good health,2012,74.5
Belgium,Good/very good health,2013,74.3
Belgium,Good/very good health,2014,75
Belgium,Good/very good health,2015,74.6
Belgium,Good/very good health,2016,73.9
Belgium,Good/very good health,2017,74.5
Belgium,Good/very good health,2018,74.9
Belgium,Good/very good health,2019,74
Belgium,Good/very good health,2020,75.4
Belgium,Good/very good health,2021,76.3
Belgium,Good/very good health,2022,75.3
Chile,Good/very good health,2000,56.5
Chile,Good/very good health,2006,52.6
Chile,Good/very good health,2009,59.1
Chile,Good/very good health,2013,64.5
Chile,Good/very good health,2015,57.4
Chile,Good/very good health,2017,59.7
Chile,Good/very good health,2020,50.5
Chile,Good/very good health,2021,50.5
Canada,"Fair (not good, not bad) health",2001,9.2
Canada,"Fair (not good, not bad) health",2003,9.1
Canada,"Fair (not good, not bad) health",2005,8.6
Canada,"Fair (not good, not bad) health",2007,8.8
Canada,"Fair (not good, not bad) health",2008,8.7
Canada,"Fair (not good, not bad) health",2009,8.8
Canada,"Fair (not good, not bad) health",2010,9
Canada,"Fair (not good, not bad) health",2011,9
Canada,"Fair (not good, not bad) health",2012,8.5
Canada,"Fair (not good, not bad) health",2013,8.5
Canada,"Fair (not good, not bad) health",2014,8.8
Canada,"Fair (not good, not bad) health",2015,8
Canada,"Fair (not good, not bad) health",2016,8.5
Canada,"Fair (not good, not bad) health",2017,8.3
Canada,"Fair (not good, not bad) health",2018,8.5
Canada,"Fair (not good, not bad) health",2019,8.3
Canada,"Fair (not good, not bad) health",2020,8.2
Canada,"Fair (not good, not bad) health",2021,8.9
France,"Fair (not good, not bad) health",2004,21.6
France,"Fair (not good, not bad) health",2005,21.4
France,"Fair (not good, not bad) health",2006,21.2
France,"Fair (not good, not bad) health",2007,20
France,"Fair (not good, not bad) health",2008,22.4
France,"Fair (not good, not bad) health",2009,22.4
France,"Fair (not good, not bad) health",2010,23.8
France,"Fair (not good, not bad) health",2011,23.6
France,"Fair (not good, not bad) health",2012,23.4
France,"Fair (not good, not bad) health",2013,24.3
France,"Fair (not good, not bad) health",2014,23.5
France,"Fair (not good, not bad) health",2015,24.4
France,"Fair (not good, not bad) health",2016,25.6
France,"Fair (not good, not bad) health",2017,24.3
France,"Fair (not good, not bad) health",2018,24.1
France,"Fair (not good, not bad) health",2019,24.5
France,"Fair (not good, not bad) health",2020,22.6
France,"Fair (not good, not bad) health",2021,23.3
France,"Fair (not good, not bad) health",2022,24.9
Croatia,Good/very good health,2010,48.1
Croatia,Good/very good health,2011,46.6
Croatia,Good/very good health,2012,46.7
Croatia,Good/very good health,2013,46.5
Croatia,Good/very good health,2014,57.9
Croatia,Good/very good health,2015,58.1
Croatia,Good/very good health,2016,58.8
Croatia,Good/very good health,2017,60.5
Croatia,Good/very good health,2018,60.5
Croatia,Good/very good health,2019,60.3
Croatia,Good/very good health,2020,63.4
Croatia,Good/very good health,2021,62.6
Croatia,Good/very good health,2022,63.1
New Zealand,Bad/very bad health,2007,1.9
New Zealand,Bad/very bad health,2012,2.5
New Zealand,Bad/very bad health,2013,2.3
New Zealand,Bad/very bad health,2014,1.7
New Zealand,Bad/very bad health,2015,2.4
New Zealand,Bad/very bad health,2016,2.5
New Zealand,Bad/very bad health,2017,2.3
New Zealand,Bad/very bad health,2018,2.4
New Zealand,Bad/very bad health,2019,2.7
New Zealand,Bad/very bad health,2020,2.4
New Zealand,Bad/very bad health,2021,2.1
New Zealand,Bad/very bad health,2022,2
Japan,Bad/very bad health,2001,12.4
Japan,Bad/very bad health,2004,12.9
Japan,Bad/very bad health,2007,14.1
Japan,Bad/very bad health,2010,13.2
Japan,Bad/very bad health,2013,14.5
Japan,Bad/very bad health,2016,14.1
Japan,Bad/very bad health,2019,13.6
Bulgaria,"Fair (not good, not bad) health",2008,23.9
Bulgaria,"Fair (not good, not bad) health",2009,21.8
Bulgaria,"Fair (not good, not bad) health",2010,20.6
Bulgaria,"Fair (not good, not bad) health",2011,21.1
Bulgaria,"Fair (not good, not bad) health",2012,21.5
Bulgaria,"Fair (not good, not bad) health",2013,22.2
Bulgaria,"Fair (not good, not bad) health",2014,22.1
Bulgaria,"Fair (not good, not bad) health",2015,22.4
Bulgaria,"Fair (not good, not bad) health",2016,23.2
Bulgaria,"Fair (not good, not bad) health",2017,22.4
Bulgaria,"Fair (not good, not bad) health",2018,23
Bulgaria,"Fair (not good, not bad) health",2019,23.6
Bulgaria,"Fair (not good, not bad) health",2020,24.2
Bulgaria,"Fair (not good, not bad) health",2021,23.8
Bulgaria,"Fair (not good, not bad) health",2022,24.5
Australia,Good/very good health,2001,81.9
Australia,Good/very good health,2004,84
Australia,Good/very good health,2007,84.9
Australia,Good/very good health,2011,85.4
Australia,Good/very good health,2014,85.2
Australia,Good/very good health,2017,85.2
Germany,Bad/very bad health,2005,9.4
Germany,Bad/very bad health,2006,9.3
Germany,Bad/very bad health,2007,9.5
Germany,Bad/very bad health,2008,8
Germany,Bad/very bad health,2009,7.9
Germany,Bad/very bad health,2010,8.1
Germany,Bad/very bad health,2011,8.2
Germany,Bad/very bad health,2012,8.6
Germany,Bad/very bad health,2013,8.1
Germany,Bad/very bad health,2014,8
Germany,Bad/very bad health,2015,8.3
Germany,Bad/very bad health,2016,8.3
Germany,Bad/very bad health,2017,8.4
Germany,Bad/very bad health,2018,8.4
Germany,Bad/very bad health,2019,8.5
Germany,Bad/very bad health,2020,12.3
Germany,Bad/very bad health,2021,12.4
Germany,Bad/very bad health,2022,11.4
Spain,Good/very good health,2004,64.8
Spain,Good/very good health,2005,66.8
Spain,Good/very good health,2006,67.7
Spain,Good/very good health,2007,67.5
Spain,Good/very good health,2008,72.4
Spain,Good/very good health,2009,70.6
Spain,Good/very good health,2010,71.8
Spain,Good/very good health,2011,75.3
Spain,Good/very good health,2012,74.3
Spain,Good/very good health,2013,71.6
Spain,Good/very good health,2014,72.6
Spain,Good/very good health,2015,72.4
Spain,Good/very good health,2016,72.4
Spain,Good/very good health,2017,74.2
Spain,Good/very good health,2018,73.6
Spain,Good/very good health,2019,75.2
Spain,Good/very good health,2020,73
Spain,Good/very good health,2021,71.1
Spain,Good/very good health,2022,70.1
United Kingdom,Bad/very bad health,2005,7.2
United Kingdom,Bad/very bad health,2006,6.5
United Kingdom,Bad/very bad health,2007,6.2
United Kingdom,Bad/very bad health,2008,5.2
United Kingdom,Bad/very bad health,2009,5.9
United Kingdom,Bad/very bad health,2010,5.8
United Kingdom,Bad/very bad health,2011,5.7
United Kingdom,Bad/very bad health,2012,8.2
United Kingdom,Bad/very bad health,2013,8.4
United Kingdom,Bad/very bad health,2014,9.1
United Kingdom,Bad/very bad health,2015,8.7
United Kingdom,Bad/very bad health,2016,8.9
United Kingdom,Bad/very bad health,2017,7.1
United Kingdom,Bad/very bad health,2018,7.5
United Kingdom,Bad/very bad health,2019,7.4
Latvia,Bad/very bad health,2005,21.7
Latvia,Bad/very bad health,2006,20
Latvia,Bad/very bad health,2007,19.1
Latvia,Bad/very bad health,2008,18
Latvia,Bad/very bad health,2009,16.8
Latvia,Bad/very bad health,2010,17.5
Latvia,Bad/very bad health,2011,17.7
Latvia,Bad/very bad health,2012,15.4
Latvia,Bad/very bad health,2013,16.8
Latvia,Bad/very bad health,2014,17.2
Latvia,Bad/very bad health,2015,16.3
Latvia,Bad/very bad health,2016,15.7
Latvia,Bad/very bad health,2017,16.9
Latvia,Bad/very bad health,2018,15.5
Latvia,Bad/very bad health,2019,15.4
Latvia,Bad/very bad health,2020,13.7
Latvia,Bad/very bad health,2021,13.1
Latvia,Bad/very bad health,2022,14.2
,,,

